traitName,traitNameField,fieldDescription,classification,origin,shuffle,UKCategory_temp,main_category,main_category_name,classFirst,classBig,class,brainRegion,leftOrRight,dataType,focus,brain_related_traits,value_type,strata,sexed,brain2brain
22615.0.24,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22615.0.25,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22615.0.26,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22615.0.27,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22615.0.28,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22615.0.29,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22615.0.3,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22615.0.30,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22615.0.31,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22615.0.32,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22615.0.33,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22615.0.34,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22615.0.35,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22615.0.36,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22615.0.37,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22615.0.38,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22615.0.39,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22615.0.4,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22615.0.5,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22615.0.6,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22615.0.7,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22615.0.8,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22615.0.9,22615,Workplace had a lot of diesel exhaust,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22616.0.0,22616,Breathing problems during period of job,7,0.006524989,0.005505557,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.1,22616,Breathing problems during period of job,7,0.006209121,0.006595502,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.10,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.11,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.12,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.13,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.14,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.15,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.16,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.17,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.18,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.19,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.2,22616,Breathing problems during period of job,7,0.014701045,1.37E-05,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.20,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.21,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.22,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.23,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.24,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.25,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.26,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.27,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.28,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.29,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.3,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.30,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.31,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.32,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.33,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.34,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.35,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.36,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.37,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.38,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.39,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.4,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.5,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.6,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.7,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.8,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22616.0.9,22616,Breathing problems during period of job,7,,,,130,Employment history,,health status,respiratorysystem,,,,,,21,0,0,
22617.0.0,22617,Job code - historical,14.5,0.049851077,3.33E-05,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.1,22617,Job code - historical,14.5,0.053263673,9.75E-05,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.10,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.11,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.12,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.13,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.14,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.15,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.16,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.17,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.18,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.19,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.2,22617,Job code - historical,14.5,0.065343824,4.11E-06,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.20,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.21,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.22,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.23,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.24,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.25,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.26,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.27,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.28,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.29,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.3,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.30,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.31,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.32,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.33,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.34,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.35,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.36,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.37,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.38,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.39,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.4,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.5,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.6,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.7,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.8,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22617.0.9,22617,Job code - historical,14.5,,,,130,Employment history,,,Employment,,,,,,21,3,0,
22618.0.0,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.1,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.10,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.11,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.12,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.13,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.14,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.15,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.16,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.17,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.18,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.19,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.2,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.20,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.21,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.22,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.23,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.24,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.25,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.26,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.27,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.28,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.29,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.3,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.30,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.31,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.32,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.33,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.34,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.4,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.5,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.6,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.7,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.8,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22618.0.9,22618,Breathing problems improved/stopped away from workplace or on holiday,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.0,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.1,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.10,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.11,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.12,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.13,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.14,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.15,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.16,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.17,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.18,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.19,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.2,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.20,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.21,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.22,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.3,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.4,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.5,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.6,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.7,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.8,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22619.0.9,22619,Breathing problems responsible for leaving job,,,,,130,Employment history,,,,,,,,,21,0,0,
22620.0.0,22620,Job involved shift work,14.5,0.006743535,0.000104103,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.1,22620,Job involved shift work,14.5,0.033812185,0.002725635,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.10,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.11,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.12,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.13,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.14,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.15,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.16,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.17,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.18,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.19,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.2,22620,Job involved shift work,14.5,0.013649902,0.000279168,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.20,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.21,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.22,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.23,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.24,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.25,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.26,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.27,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.28,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.29,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.3,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.30,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.31,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.32,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.33,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.34,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.35,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.36,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.37,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.38,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.39,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.4,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.5,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.6,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.7,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.8,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22620.0.9,22620,Job involved shift work,14.5,,,,130,Employment history,,,Employment,,,,,,21,0,0,
22630.0.0,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.1,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.10,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.11,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.12,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.13,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.14,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.15,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.16,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.17,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.18,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.19,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.2,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.20,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.21,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.22,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.23,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.24,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.25,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.26,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.27,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.28,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.29,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.3,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.30,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.31,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.32,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.4,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.5,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.6,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.7,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.8,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22630.0.9,22630,Day shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22631.0.0,22631,Period spent working day shifts,,,,,130,Employment history,,,,,,,,,31,0,0,
22631.0.1,22631,Period spent working day shifts,,,,,130,Employment history,,,,,,,,,31,0,0,
22631.0.10,22631,Period spent working day shifts,,,,,130,Employment history,,,,,,,,,31,0,0,
22631.0.11,22631,Period spent working day shifts,,,,,130,Employment history,,,,,,,,,31,0,0,
22631.0.12,22631,Period spent working day shifts,,,,,130,Employment history,,,,,,,,,31,0,0,
22631.0.13,22631,Period spent working day shifts,,,,,130,Employment history,,,,,,,,,31,0,0,
22631.0.14,22631,Period spent working day shifts,,,,,130,Employment history,,,,,,,,,31,0,0,
22631.0.2,22631,Period spent working day shifts,,,,,130,Employment history,,,,,,,,,31,0,0,
22631.0.3,22631,Period spent working day shifts,,,,,130,Employment history,,,,,,,,,31,0,0,
22631.0.4,22631,Period spent working day shifts,,,,,130,Employment history,,,,,,,,,31,0,0,
22631.0.5,22631,Period spent working day shifts,,,,,130,Employment history,,,,,,,,,31,0,0,
22631.0.6,22631,Period spent working day shifts,,,,,130,Employment history,,,,,,,,,31,0,0,
22631.0.7,22631,Period spent working day shifts,,,,,130,Employment history,,,,,,,,,31,0,0,
22631.0.8,22631,Period spent working day shifts,,,,,130,Employment history,,,,,,,,,31,0,0,
22631.0.9,22631,Period spent working day shifts,,,,,130,Employment history,,,,,,,,,31,0,0,
22640.0.0,22640,Mixture of day and night shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22640.0.1,22640,Mixture of day and night shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22640.0.10,22640,Mixture of day and night shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22640.0.11,22640,Mixture of day and night shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22640.0.12,22640,Mixture of day and night shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22640.0.13,22640,Mixture of day and night shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22640.0.14,22640,Mixture of day and night shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22640.0.15,22640,Mixture of day and night shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22640.0.16,22640,Mixture of day and night shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22640.0.17,22640,Mixture of day and night shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22640.0.18,22640,Mixture of day and night shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22640.0.19,22640,Mixture of day and night shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22640.0.2,22640,Mixture of day and night shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22640.0.20,22640,Mixture of day and night shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22640.0.21,22640,Mixture of day and night shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
22640.0.22,22640,Mixture of day and night shifts worked,,,,,130,Employment history,,,,,,,,,21,0,0,
